date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200401,NH,415,5985,97,59,4,6497,2020-04-01 20:00:00,6400,33,1,14,572,101,673
20200331,DC,495,3262,2,null,9,3759,2020-03-31 20:00:00,3757,11,0,0,580,94,674
20200326,NH,137,3001,712,19,1,3850,2020-03-26 20:00:00,3138,33,0,6,645,29,674
20200331,HI,204,8471,11,12,0,8686,2020-03-31 20:00:00,8675,15,0,0,646,29,675
20200329,IA,336,5013,null,68,4,5349,2020-03-29 20:00:00,5349,19,1,7,638,38,676
20200321,GA,507,2557,null,null,14,3064,2020-03-21 20:00:00,3064,13,1,0,591,87,678
20200328,MT,129,3256,null,7,1,3385,2020-03-28 20:00:00,3385,30,1,0,666,21,687
20200316,ME,17,764,null,null,null,781,2020-03-16 20:00:00,781,23,0,0,673,14,687
20200317,NM,23,1249,null,null,null,1272,2020-03-17 20:00:00,1272,35,0,0,683,6,689
20200325,GA,1247,4932,null,394,40,6179,2020-03-25 20:00:00,6179,13,8,394,474,221,695
20200328,IA,298,4375,null,61,3,4673,2020-03-28 20:00:00,4673,19,0,11,635,63,698
20200320,OR,114,2003,433,null,3,2550,2020-03-20 20:00:00,2117,41,0,0,674,26,700
20200329,ID,261,4021,null,36,5,4282,2020-03-29 20:00:00,4282,16,1,11,679,31,710
20200401,NM,315,12925,null,24,5,13240,2020-04-01 20:00:00,13240,35,1,2,679,34,713
20200328,ID,230,3342,null,25,4,3572,2020-03-28 20:00:00,3572,16,1,25,674,41,715
20200327,KY,248,3768,null,null,6,4016,2020-03-27 20:00:00,4016,21,2,0,666,50,716
20200324,OR,209,4350,null,61,8,4559,2020-03-24 20:00:00,4559,41,3,5,701,18,719
20200327,NM,136,8377,null,null,1,8513,2020-03-27 20:00:00,8513,35,0,0,696,24,720
20200331,AL,981,6298,null,null,13,7279,2020-03-31 20:00:00,7279,1,7,0,604,122,726
20200321,CO,363,3317,null,44,4,3680,2020-03-21 20:00:00,3680,8,1,44,642,86,728
20200320,NC,137,3096,null,null,0,3233,2020-03-20 20:00:00,3233,37,0,0,688,40,728
20200322,LA,837,2661,null,null,20,3498,2020-03-22 20:00:00,3498,22,4,0,481,252,733
20200401,WA,5634,60566,null,254,224,66200,2020-04-01 20:00:00,66200,53,29,0,0,738,738
20200330,CA,6447,20549,64400,1432,133,91396,2020-03-30 20:00:00,26996,6,10,398,0,739,739
20200326,CT,1012,5625,null,125,21,6637,2020-03-26 20:00:00,6637,9,2,12,602,137,739
20200401,KY,591,6965,null,null,17,7556,2020-04-01 20:00:00,7556,21,6,0,635,111,746
20200331,AR,523,5959,null,64,8,6482,2020-03-31 20:00:00,6482,5,1,2,697,50,747
20200330,RI,408,3187,null,41,4,3595,2020-03-30 20:00:00,3595,44,1,6,646,114,760
20200327,WV,76,1779,43,1,0,1898,2020-03-27 20:00:00,1855,54,0,0,748,25,773
20200324,VA,290,4180,null,45,7,4470,2020-03-24 20:00:00,4470,51,1,7,737,36,773
20200324,UT,299,5524,null,null,1,5823,2020-03-24 20:00:00,5823,49,0,0,734,42,776
20200325,HI,90,4357,null,6,1,4447,2020-03-25 20:00:00,4447,15,0,2,768,13,781
20200324,CO,720,5504,null,72,7,6224,2020-03-24 20:00:00,6224,8,1,14,659,129,788
20200331,KY,480,6330,null,null,11,6810,2020-03-31 20:00:00,6810,21,2,0,751,41,792
20200331,IA,497,6888,null,94,7,7385,2020-03-31 20:00:00,7385,19,1,20,726,73,799
20200324,CT,618,4682,null,71,12,5300,2020-03-24 20:00:00,5300,9,2,17,597,203,800
20200322,CT,223,2877,null,43,5,3100,2020-03-22 20:00:00,3100,9,1,43,771,29,800
20200327,MI,3657,6550,null,null,92,10207,2020-03-27 20:00:00,10207,26,32,0,0,801,801
20200322,KY,99,1472,null,null,3,1571,2020-03-22 20:00:00,1571,21,1,0,758,45,803
20200323,OR,191,3649,null,56,5,3840,2020-03-23 20:00:00,3840,41,1,13,785,30,815
20200320,MN,115,3741,null,null,null,3856,2020-03-20 20:00:00,3856,27,0,0,792,26,818
20200326,VA,460,5729,null,65,13,6189,2020-03-26 20:00:00,6189,51,4,6,750,69,819
20200322,MA,646,5459,null,71,5,6105,2020-03-22 20:00:00,6105,25,4,10,707,121,828
20200326,MS,485,2291,null,150,6,2776,2020-03-26 20:00:00,2776,28,4,33,725,108,833
20200329,SC,774,3015,null,129,16,3789,2020-03-29 20:00:00,3789,45,3,0,607,235,842
20200323,IA,105,2043,null,null,null,2148,2020-03-23 20:00:00,2148,19,0,0,828,15,843
20200323,WI,416,7050,null,null,5,7466,2020-03-23 20:00:00,7466,55,1,0,820,31,851
20200319,MA,328,2804,null,null,null,3132,2020-03-19 20:00:00,3132,25,0,0,789,72,861
20200325,NM,100,6742,null,null,1,6842,2020-03-25 20:00:00,6842,35,1,0,852,17,869
20200322,CO,475,4075,null,49,5,4550,2020-03-22 20:00:00,4550,8,1,5,758,112,870
20200327,CA,3879,17380,57400,746,78,78659,2020-03-27 20:00:00,21259,6,13,746,0,873,873
20200326,UT,402,7308,null,null,1,7710,2020-03-26 20:00:00,7710,49,0,0,817,56,873
20200328,NM,191,9196,null,17,1,9387,2020-03-28 20:00:00,9387,35,0,17,819,55,874
20200323,CO,591,4845,null,58,6,5436,2020-03-23 20:00:00,5436,8,1,9,770,116,886
20200401,ID,525,6076,null,46,9,6601,2020-04-01 20:00:00,6601,16,2,1,779,110,889
20200401,AK,133,4470,null,9,3,4603,2020-04-01 20:00:00,4603,2,0,2,876,14,890
20200329,NH,214,4524,285,33,2,5023,2020-03-29 20:00:00,4738,33,0,3,868,27,895
20200325,VA,391,4979,null,59,9,5370,2020-03-25 20:00:00,5370,51,2,14,799,101,900
20200322,OR,161,2864,null,43,4,3025,2020-03-22 20:00:00,3025,41,1,43,861,47,908
20200329,MT,154,4143,null,8,1,4297,2020-03-29 20:00:00,4297,30,0,1,887,25,912
20200325,NH,108,2356,804,13,1,3268,2020-03-25 20:00:00,2464,33,0,2,909,7,916
20200312,WA,337,3037,null,null,29,3374,2020-03-12 20:00:00,3374,53,5,0,862,70,932
20200327,GA,2001,7864,null,566,64,9865,2020-03-27 20:00:00,9865,13,16,93,463,476,939
20200331,OR,690,13136,null,154,18,13826,2020-03-31 20:00:00,13826,41,2,14,859,84,943
20200326,NM,112,7681,null,null,1,7793,2020-03-26 20:00:00,7793,35,0,0,939,12,951
20200322,NM,57,4722,null,null,null,4779,2020-03-22 20:00:00,4779,35,0,0,951,0,951
20200322,GA,600,3420,null,null,23,4020,2020-03-22 20:00:00,4020,13,9,0,863,93,956
20200331,MN,629,19151,null,112,12,19780,2020-03-31 20:00:00,19780,27,2,20,905,53,958
20200320,MA,413,3678,null,null,1,4091,2020-03-20 20:00:00,4091,25,1,0,874,85,959
20200330,NH,314,5386,144,45,3,5844,2020-03-30 20:00:00,5700,33,1,12,862,100,962
20200323,NJ,2844,359,94,null,27,3297,2020-03-23 20:00:00,3203,34,7,0,32,930,962
20200324,IN,365,2566,null,1,12,2931,2020-03-24 20:00:00,2931,18,5,0,865,106,971
20200328,RI,203,2306,138,28,null,2647,2020-03-28 20:00:00,2509,44,0,5,940,38,978
20200330,HI,175,7825,13,12,0,8013,2020-03-30 20:00:00,8000,15,0,0,976,24,1000
20200401,IN,2565,11810,null,null,65,14375,2020-04-01 20:00:00,14375,18,16,0,596,406,1002
20200401,NV,1279,11519,null,null,26,12798,2020-04-01 20:00:00,12798,32,9,0,838,166,1004
20200331,ID,415,5297,null,45,7,5712,2020-03-31 20:00:00,5712,16,1,6,901,105,1006
20200330,MI,6498,11893,null,null,184,18391,2020-03-30 20:00:00,18391,26,52,0,0,1012,1012
20200325,UT,346,6491,null,null,1,6837,2020-03-25 20:00:00,6837,49,0,0,967,47,1014
20200320,NM,43,3771,null,null,null,3814,2020-03-20 20:00:00,3814,35,0,0,1009,8,1017
20200331,WV,162,3981,null,1,1,4143,2020-03-31 20:00:00,4143,54,0,0,997,36,1033
20200321,CA,1279,11249,null,null,24,12528,2020-03-21 20:00:00,12528,6,4,0,825,216,1041
20200323,GA,772,4297,null,null,25,5069,2020-03-23 20:00:00,5069,13,2,0,877,172,1049
20200320,PA,268,2574,null,null,1,2842,2020-03-20 20:00:00,2842,42,0,0,966,83,1049
20200327,MN,398,13605,null,51,4,14003,2020-03-27 20:00:00,14003,27,2,10,1001,52,1053
20200329,CA,5708,20549,64400,1034,123,90657,2020-03-29 20:00:00,26257,6,22,0,0,1065,1065
20200324,MN,262,5550,null,21,1,5812,2020-03-24 20:00:00,5812,27,0,4,1039,27,1066
20200318,NM,28,2326,null,null,null,2354,2020-03-18 20:00:00,2354,35,0,0,1077,5,1082
20200329,MD,1239,12354,null,277,10,13593,2020-03-29 20:00:00,13593,24,5,51,838,247,1085
20200319,IL,422,2725,null,null,4,3147,2020-03-19 20:00:00,3147,17,3,0,962,134,1096
20200323,NV,245,3490,0,null,4,3735,2020-03-23 20:00:00,3735,32,2,0,1042,55,1097
20200328,KY,302,4821,null,null,8,5123,2020-03-28 20:00:00,5123,21,2,0,1053,54,1107
20200324,TX,410,10757,null,null,9,11167,2020-03-24 20:00:00,11167,48,1,0,1054,58,1112
20200331,MI,7615,11893,null,null,259,19508,2020-03-31 20:00:00,19508,26,75,0,0,1117,1117
20200319,CA,924,8787,null,null,18,9711,2020-03-19 20:00:00,9711,6,5,0,806,313,1119
20200322,UT,181,3508,null,null,1,3689,2020-03-22 20:00:00,3689,49,1,0,1084,45,1129
20200320,IL,585,3696,null,null,5,4281,2020-03-20 20:00:00,4281,17,1,0,971,163,1134
20200330,MD,1413,13316,null,353,15,14729,2020-03-30 20:00:00,14729,24,5,76,962,174,1136
20200327,VA,604,6733,null,83,14,7337,2020-03-27 20:00:00,7337,51,1,18,1004,144,1148
20200325,KY,157,2865,null,null,4,3022,2020-03-25 20:00:00,3022,21,0,0,1123,33,1156
20200326,SD,46,1973,125,null,1,2144,2020-03-26 20:00:00,2019,46,0,0,1154,5,1159
20200322,NC,255,6183,null,null,0,6438,2020-03-22 20:00:00,6438,37,0,0,1091,71,1162
20200330,MN,576,18246,null,92,10,18822,2020-03-30 20:00:00,18822,27,1,17,1092,73,1165
20200311,WA,267,2175,null,null,24,2442,2020-03-11 20:00:00,2442,53,0,0,1065,105,1170
20200327,TN,1203,14888,null,103,6,16091,2020-03-27 20:00:00,16091,47,3,27,936,246,1182
20200328,GA,2366,8685,null,617,69,11051,2020-03-28 20:00:00,11051,13,5,51,821,365,1186
20200321,MA,525,4752,null,61,1,5277,2020-03-21 20:00:00,5277,25,0,61,1074,112,1186
20200315,WA,642,7122,null,null,40,7764,2020-03-15 20:00:00,7764,53,3,0,1121,74,1195
20200317,TX,64,1204,null,null,1,1268,2020-03-17 20:00:00,1268,48,1,0,1204,7,1211
20200327,IA,235,3740,null,50,3,3975,2020-03-27 20:00:00,3975,19,2,4,1162,56,1218
20200324,WI,457,8237,null,null,5,8694,2020-03-24 20:00:00,8694,55,0,0,1187,41,1228
20200330,IA,424,6162,null,74,6,6586,2020-03-30 20:00:00,6586,19,2,6,1149,88,1237
20200317,MA,218,1541,null,null,null,1759,2020-03-17 20:00:00,1759,25,0,0,1189,54,1243
20200321,TX,304,6218,null,null,5,6522,2020-03-21 20:00:00,6522,48,0,0,1135,110,1245
20200328,OR,479,9693,null,117,13,10172,2020-03-28 20:00:00,10172,41,1,15,1183,65,1248
20200321,WI,281,4628,null,null,4,4909,2020-03-21 20:00:00,4909,55,1,0,1173,75,1248
20200329,OR,548,10878,null,129,13,11426,2020-03-29 20:00:00,11426,41,0,12,1185,69,1254
20200324,CA,2102,13452,12100,null,40,27654,2020-03-24 20:00:00,15554,6,13,0,885,369,1254
20200326,AL,506,3593,null,null,1,4099,2020-03-26 20:00:00,4099,1,1,0,1064,223,1287
20200326,IN,645,4006,null,null,17,4651,2020-03-26 20:00:00,4651,18,3,0,1127,168,1295
20200321,PA,371,3766,null,null,2,4137,2020-03-21 20:00:00,4137,42,1,0,1192,103,1295
20200330,SC,925,4160,null,129,18,5085,2020-03-30 20:00:00,5085,45,2,0,1145,151,1296
20200323,TX,352,9703,null,null,8,10055,2020-03-23 20:00:00,10055,48,3,0,1281,18,1299
20200322,PA,479,4964,null,null,2,5443,2020-03-22 20:00:00,5443,42,0,0,1198,108,1306
20200320,WI,206,3455,null,null,3,3661,2020-03-20 20:00:00,3661,55,3,0,1263,51,1314
20200329,VT,235,3466,null,18,12,3701,2020-03-29 20:00:00,3701,50,0,0,1303,24,1327
20200319,UT,78,1448,null,null,0,1526,2020-03-19 20:00:00,1526,49,0,0,1317,15,1332
20200318,NC,63,1787,null,null,0,1850,2020-03-18 20:00:00,1850,37,0,0,1313,23,1336
20200331,NM,281,12246,null,22,4,12527,2020-03-31 20:00:00,12527,35,2,0,1304,44,1348
20200323,UT,257,4790,null,null,1,5047,2020-03-23 20:00:00,5047,49,0,0,1282,76,1358
20200318,GA,197,1311,null,null,1,1508,2020-03-18 20:00:00,1508,13,0,0,1311,51,1362
20200331,VA,1250,12151,null,165,27,13401,2020-03-31 20:00:00,13401,51,2,29,1133,230,1363
20200323,CT,415,4085,null,54,10,4500,2020-03-23 20:00:00,4500,9,5,11,1208,192,1400
20200401,MN,689,20502,null,122,17,21191,2020-04-01 20:00:00,21191,27,5,10,1351,60,1411
20200328,AR,404,2938,0,48,5,3342,2020-03-28 20:00:00,3342,5,2,0,1393,23,1416
20200329,NC,1040,17905,null,91,4,18945,2020-03-29 20:00:00,18945,37,0,4,1313,105,1418
20200329,IN,1514,8316,null,null,32,9830,2020-03-29 20:00:00,9830,18,1,0,1141,282,1423
20200330,VA,1020,11018,null,136,25,12038,2020-03-30 20:00:00,12038,51,3,24,1299,130,1429
20200313,WA,457,4350,null,null,31,4807,2020-03-13 20:00:00,4807,53,2,0,1313,120,1433
20200329,WI,1112,16550,null,null,13,17662,2020-03-29 20:00:00,17662,55,0,0,1318,123,1441
20200329,VA,890,9719,null,112,22,10609,2020-03-29 20:00:00,10609,51,5,13,1292,151,1443
20200322,AL,138,1464,null,null,0,1602,2020-03-22 20:00:00,1602,1,0,0,1436,14,1450
20200401,AR,584,7354,null,90,10,7938,2020-04-01 20:00:00,7938,5,2,26,1395,61,1456
20200330,OR,606,12277,null,140,16,12883,2020-03-30 20:00:00,12883,41,3,11,1399,58,1457
20200323,CA,1733,12567,12100,null,27,26400,2020-03-23 20:00:00,14300,6,0,0,1263,197,1460
20200329,MO,838,11547,null,null,10,12385,2020-03-29 20:00:00,12385,29,0,0,1465,0,1465
20200328,IN,1232,7175,null,null,31,8407,2020-03-28 20:00:00,8407,18,7,0,1220,251,1471
20200326,MN,346,12604,null,41,2,12950,2020-03-26 20:00:00,12950,27,1,6,1416,59,1475
20200325,CO,912,6789,null,84,11,7701,2020-03-25 20:00:00,7701,8,4,12,1285,192,1477
20200401,CO,2966,13883,null,509,69,16849,2020-04-01 20:00:00,16849,8,18,95,1146,339,1485
20200401,MO,1581,15846,null,null,18,17427,2020-04-01 20:00:00,17427,29,4,0,1232,254,1486
20200319,NV,95,1626,null,null,1,1721,2020-03-19 20:00:00,1721,32,0,0,1458,40,1498
20200321,CT,194,2106,null,null,4,2300,2020-03-21 20:00:00,2300,9,1,0,1502,0,1502
20200329,GA,2651,9913,null,666,80,12564,2020-03-29 20:00:00,12564,13,11,49,1228,285,1513
20200329,MN,503,17154,null,75,9,17657,2020-03-29 20:00:00,17657,27,4,18,1466,62,1528
20200327,UT,480,8764,null,null,2,9244,2020-03-27 20:00:00,9244,49,1,0,1456,78,1534
20200323,IL,1273,8583,null,null,12,9856,2020-03-23 20:00:00,9856,17,3,0,1312,224,1536
20200328,CO,1734,9942,null,239,31,11676,2020-03-28 20:00:00,11676,8,7,55,1250,304,1554
20200331,CT,3128,13029,null,608,69,16157,2020-03-31 20:00:00,16157,9,33,91,1000,557,1557
20200330,AL,859,5694,null,null,6,6553,2020-03-30 20:00:00,6553,1,2,0,1510,53,1563
20200327,NV,535,6161,null,null,10,6696,2020-03-27 20:00:00,6696,32,0,0,1464,115,1579
20200322,FL,830,7990,963,185,13,9783,2020-03-22 20:00:00,8820,12,1,27,1411,172,1583
20200328,TX,2052,23208,null,null,27,25260,2020-03-28 20:00:00,25260,48,4,0,1273,321,1594
20200329,CO,2061,11215,null,274,44,13276,2020-03-29 20:00:00,13276,8,13,35,1273,327,1600
20200324,IL,1535,9934,null,null,16,11469,2020-03-24 20:00:00,11469,17,4,0,1351,262,1613
20200326,WI,707,11583,null,null,8,12290,2020-03-26 20:00:00,12290,55,1,0,1494,122,1616
20200329,NM,237,10769,null,19,2,11006,2020-03-29 20:00:00,11006,35,1,2,1573,46,1619
20200331,DE,406,3696,null,64,10,4102,2020-03-31 20:00:00,4102,10,4,19,1480,142,1622
20200401,WI,1550,18819,null,398,24,20369,2020-04-01 20:00:00,20369,55,8,61,1444,199,1643
20200318,WA,1012,13117,null,null,52,14129,2020-03-18 20:00:00,14129,53,4,0,1535,108,1643
20200327,OR,414,8510,null,102,12,8924,2020-03-27 20:00:00,8924,41,1,12,1557,87,1644
20200331,WI,1351,17375,null,337,16,18726,2020-03-31 20:00:00,18726,55,2,337,1519,130,1649
20200324,KS,98,2086,null,null,2,2184,2020-03-24 20:00:00,2184,20,0,0,1669,16,1685
20200401,AZ,1413,19645,null,149,29,21058,2020-04-01 20:00:00,21058,4,5,71,1563,124,1687
20200327,WI,842,13140,null,null,13,13982,2020-03-27 20:00:00,13982,55,5,0,1557,135,1692
20200331,MO,1327,14614,null,null,14,15941,2020-03-31 20:00:00,15941,29,1,0,1410,296,1706
20200322,WI,385,6230,null,null,4,6615,2020-03-22 20:00:00,6615,55,0,0,1602,104,1706
20200317,NY,1700,5506,null,null,7,7206,2020-03-17 20:00:00,7206,36,0,0,963,750,1713
20200331,IN,2159,11214,null,null,49,13373,2020-03-31 20:00:00,13373,18,14,0,1342,373,1715
20200321,LA,585,2180,null,null,16,2765,2020-03-21 20:00:00,2765,22,4,0,1612,106,1718
20200401,MI,9334,11893,null,null,337,21227,2020-04-01 20:00:00,21227,26,78,0,0,1719,1719
20200314,WA,568,6001,null,null,37,6569,2020-03-14 20:00:00,6569,53,6,0,1651,111,1762
20200327,CT,1291,7109,null,173,27,8400,2020-03-27 20:00:00,8400,9,6,48,1484,279,1763
20200320,CA,1063,10424,null,null,20,11487,2020-03-20 20:00:00,11487,6,2,0,1637,139,1776
20200323,PA,644,6595,null,null,6,7239,2020-03-23 20:00:00,7239,42,4,0,1631,165,1796
20200331,MD,1660,14868,null,429,18,16528,2020-03-31 20:00:00,16528,24,3,76,1552,247,1799
20200328,NV,621,7901,null,null,10,8522,2020-03-28 20:00:00,8522,32,0,0,1740,86,1826
20200330,IN,1786,9872,null,null,35,11658,2020-03-30 20:00:00,11658,18,3,0,1556,272,1828
20200328,VA,739,8427,null,99,17,9166,2020-03-28 20:00:00,9166,51,3,16,1694,135,1829
20200330,MO,1031,13204,null,null,13,14235,2020-03-30 20:00:00,14235,29,3,0,1657,193,1850
20200331,OH,2199,26992,null,585,55,29191,2020-03-31 20:00:00,29191,39,16,110,1650,266,1916
20200330,NC,1307,19557,null,137,6,20864,2020-03-30 20:00:00,20864,37,2,46,1652,267,1919
20200401,VA,1484,13860,null,305,34,15344,2020-04-01 20:00:00,15344,51,7,140,1709,234,1943
20200325,NC,504,9985,null,29,1,10489,2020-03-25 20:00:00,10489,37,1,29,1844,106,1950
20200321,IL,753,5488,null,null,6,6241,2020-03-21 20:00:00,6241,17,1,0,1792,168,1960
20200315,NY,729,4543,null,null,3,5272,2020-03-15 20:00:00,5272,36,3,0,1764,205,1969
20200325,WI,585,10089,null,null,7,10674,2020-03-25 20:00:00,10674,55,2,0,1852,128,1980
20200323,NC,297,8141,null,null,0,8438,2020-03-23 20:00:00,8438,37,0,0,1958,42,2000
20200330,UT,806,15197,null,null,4,16003,2020-03-30 20:00:00,16003,49,2,0,1923,87,2010
20200321,NC,184,5092,null,null,0,5276,2020-03-21 20:00:00,5276,37,0,0,1996,47,2043
20200327,CO,1430,8692,null,184,24,10122,2020-03-27 20:00:00,10122,8,5,36,1714,344,2058
20200330,NV,1008,10207,null,null,15,11215,2020-03-30 20:00:00,11215,32,1,0,1795,270,2065
20200328,UT,602,10710,null,null,2,11312,2020-03-28 20:00:00,11312,49,0,0,1946,122,2068
20200322,IL,1049,7271,null,null,9,8320,2020-03-22 20:00:00,8320,17,3,0,1783,296,2079
20200330,CO,2627,12737,null,414,51,15364,2020-03-30 20:00:00,15364,8,7,140,1522,566,2088
20200319,MI,336,2113,null,null,3,2449,2020-03-19 20:00:00,2449,26,3,0,1841,256,2097
20200326,CA,3006,17380,57400,null,65,77786,2020-03-26 20:00:00,20386,6,12,0,1459,651,2110
20200328,MN,441,15688,null,57,5,16129,2020-03-28 20:00:00,16129,27,1,6,2083,43,2126
20200330,DE,264,2216,null,45,6,2480,2020-03-30 20:00:00,2480,10,0,12,2180,32,2212
20200327,NC,763,14373,null,77,3,15136,2020-03-27 20:00:00,15136,37,1,48,2099,127,2226
20200322,TX,334,8422,null,null,5,8756,2020-03-22 20:00:00,8756,48,0,0,2204,30,2234
20200329,TN,1537,19037,null,133,7,20574,2020-03-29 20:00:00,20574,47,1,15,2072,164,2236
20200328,WI,989,15232,null,null,13,16221,2020-03-28 20:00:00,16221,55,0,0,2092,147,2239
20200331,NC,1498,21608,null,157,8,23106,2020-03-31 20:00:00,23106,37,2,20,2051,191,2242
20200327,TX,1731,21935,null,null,23,23666,2020-03-27 20:00:00,23666,48,5,0,1907,335,2242
20200328,TN,1373,16965,null,118,6,18338,2020-03-28 20:00:00,18338,47,0,15,2077,170,2247
20200324,PA,851,8643,null,null,7,9494,2020-03-24 20:00:00,9494,42,1,0,2048,207,2255
20200331,CA,7482,21772,57400,1617,153,86654,2020-03-31 20:00:00,29254,6,20,185,1223,1035,2258
20200317,WA,904,11582,null,null,48,12486,2020-03-17 20:00:00,12486,53,6,0,2131,135,2266
20200329,IL,4596,23166,null,null,65,27762,2020-03-29 20:00:00,27762,17,18,0,1166,1105,2271
20200330,AR,473,5262,null,62,7,5735,2020-03-30 20:00:00,5735,5,1,14,2235,47,2282
20200327,IN,981,5955,null,null,24,6936,2020-03-27 20:00:00,6936,18,7,0,1949,336,2285
20200324,FL,1412,13127,1008,259,18,15547,2020-03-24 20:00:00,14539,12,4,42,2064,241,2305
20200325,TX,974,12520,null,null,12,13494,2020-03-25 20:00:00,13494,48,3,0,1763,564,2327
20200328,NC,935,16592,null,87,4,17527,2020-03-28 20:00:00,17527,37,1,10,2219,172,2391
20200326,NC,636,12274,null,29,2,12910,2020-03-26 20:00:00,12910,37,1,0,2289,132,2421
20200326,IL,2538,14093,null,null,26,16631,2020-03-26 20:00:00,16631,17,7,0,1749,673,2422
20200323,LA,1172,4776,null,null,34,5948,2020-03-23 20:00:00,5948,22,14,0,2115,335,2450
20200316,WA,769,9451,null,null,42,10220,2020-03-16 20:00:00,10220,53,2,0,2329,127,2456
20200331,UT,887,17626,null,73,5,18513,2020-03-31 20:00:00,18513,49,1,73,2429,81,2510
20200325,FL,1682,15374,1233,316,22,18289,2020-03-25 20:00:00,17056,12,4,57,2247,270,2517
20200329,HI,151,6849,4,12,0,7004,2020-03-29 20:00:00,7000,15,0,4,2492,31,2523
20200321,WA,1524,21719,null,null,83,23243,2020-03-21 20:00:00,23243,53,9,0,2383,148,2531
20200326,OH,867,16449,null,223,15,17316,2020-03-26 20:00:00,17316,39,5,41,2389,163,2552
20200328,MI,3657,9109,null,null,92,12766,2020-03-28 20:00:00,12766,26,0,0,2559,0,2559
20200331,AZ,1289,18082,null,78,24,19371,2020-03-31 20:00:00,19371,4,4,0,2480,132,2612
20200401,UT,1012,20155,null,91,7,21167,2020-04-01 20:00:00,21167,49,2,18,2529,125,2654
20200324,LA,1388,7215,null,271,46,8603,2020-03-24 20:00:00,8603,22,12,271,2439,216,2655
20200329,UT,719,13274,null,null,2,13993,2020-03-29 20:00:00,13993,49,0,0,2564,117,2681
20200330,IL,5057,25389,null,null,73,30446,2020-03-30 20:00:00,30446,17,8,0,2223,461,2684
20200401,MD,1985,17233,null,522,31,19218,2020-04-01 20:00:00,19218,24,13,93,2365,325,2690
20200330,CT,2571,12029,null,517,36,14600,2020-03-30 20:00:00,14600,9,2,113,2122,578,2700
20200323,HI,56,2955,null,null,null,3011,2020-03-23 20:00:00,3011,15,0,0,2692,8,2700
20200329,LA,3540,24331,null,1127,151,27871,2020-03-29 20:00:00,27871,22,14,200,2485,225,2710
20200326,OR,327,6953,null,90,11,7280,2020-03-26 20:00:00,7280,41,3,29,2603,118,2721
20200331,ME,303,6088,null,57,5,6391,2020-03-31 20:00:00,6391,23,2,8,2694,28,2722
20200325,CA,2355,15921,48600,null,53,66876,2020-03-25 20:00:00,18276,6,13,0,2469,253,2722
20200330,TN,1834,21470,null,148,13,23304,2020-03-30 20:00:00,23304,47,6,15,2433,297,2730
20200325,IL,1865,12344,null,null,19,14209,2020-03-25 20:00:00,14209,17,3,0,2410,330,2740
20200326,GA,1525,7401,null,473,48,8926,2020-03-26 20:00:00,8926,13,8,79,2469,278,2747
20200323,MA,777,8145,null,79,9,8922,2020-03-23 20:00:00,8922,25,4,8,2686,131,2817
20200325,PA,1127,11193,null,null,11,12320,2020-03-25 20:00:00,12320,42,4,0,2550,276,2826
20200327,OH,1137,19012,null,276,19,20149,2020-03-27 20:00:00,20149,39,4,53,2563,270,2833
20200325,LA,1795,9656,null,491,65,11451,2020-03-25 20:00:00,11451,22,19,220,2441,407,2848
20200321,TN,371,3272,null,null,null,3643,2020-03-21 20:00:00,3643,47,0,0,2709,143,2852
20200325,NJ,4402,10452,null,null,62,14854,2020-03-25 20:00:00,14854,34,18,0,2127,727,2854
20200330,AZ,1157,15602,null,78,20,16759,2020-03-30 20:00:00,16759,4,3,0,2649,238,2887
20200313,NY,421,2779,null,null,null,3200,2020-03-13 20:00:00,3200,36,0,0,2687,205,2892
20200320,TX,194,5083,null,null,5,5277,2020-03-20 20:00:00,5277,48,2,0,2871,51,2922
20200319,WA,1187,15918,null,null,66,17105,2020-03-19 20:00:00,17105,53,14,0,2801,175,2976
20200324,WA,2221,31712,null,null,110,33933,2020-03-24 20:00:00,33933,53,15,0,2833,225,3058
20200326,TN,957,13952,null,76,3,14909,2020-03-26 20:00:00,14909,47,0,23,2940,173,3113
20200401,NC,1584,24659,null,204,10,26243,2020-04-01 20:00:00,26243,37,2,47,3051,86,3137
20200327,LA,2746,18613,null,773,119,21359,2020-03-27 20:00:00,21359,22,36,97,2889,441,3330
20200323,FL,1171,11063,860,217,14,13094,2020-03-23 20:00:00,12234,12,1,32,3073,341,3414
20200331,GA,3929,12252,null,833,111,16181,2020-03-31 20:00:00,16181,13,24,126,2337,1120,3457
20200329,CT,1993,9907,null,404,34,11900,2020-03-29 20:00:00,11900,9,7,231,2798,702,3500
20200320,WA,1376,19336,null,null,74,20712,2020-03-20 20:00:00,20712,53,8,0,3418,189,3607
20200330,MA,5752,37041,null,453,56,42793,2020-03-30 20:00:00,42793,25,8,54,2930,797,3727
20200323,WA,1996,28879,null,null,95,30875,2020-03-23 20:00:00,30875,53,1,0,3551,203,3754
20200328,LA,3315,21846,null,927,137,25161,2020-03-28 20:00:00,25161,22,18,154,3233,569,3802
20200326,MA,2417,21204,null,219,25,23621,2020-03-26 20:00:00,23621,25,10,116,3248,579,3827
20200322,WA,1793,25328,null,null,94,27121,2020-03-22 20:00:00,27121,53,11,0,3609,269,3878
