date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200312,UT,4,131,null,null,null,135,2020-03-12 20:00:00,135,49,0,0,131,2,133
20200322,TN,505,3272,null,null,null,3777,2020-03-22 20:00:00,3777,47,0,0,0,134,134
20200320,RI,54,654,140,null,null,848,2020-03-20 20:00:00,708,44,0,0,114,21,135
20200330,PR,174,931,794,null,6,1899,2020-03-30 20:00:00,1105,72,1,0,90,47,137
20200328,AZ,873,7455,21,null,15,8349,2020-03-28 20:00:00,8328,4,2,0,0,137,137
20200331,SD,108,3609,0,12,1,3717,2020-03-31 20:00:00,3717,46,0,12,131,7,138
20200323,ID,47,1309,null,null,0,1356,2020-03-23 20:00:00,1356,16,0,0,134,5,139
20200323,AZ,265,309,6,null,2,580,2020-03-23 20:00:00,574,4,0,0,27,113,140
20200320,VT,29,779,null,null,2,808,2020-03-20 20:00:00,808,50,2,0,134,7,141
20200318,OK,29,378,110,null,null,517,2020-03-18 20:00:00,407,40,0,0,131,12,143
20200320,ID,23,590,null,null,null,613,2020-03-20 20:00:00,613,16,0,0,133,12,145
20200315,SD,9,327,6,null,null,342,2020-03-15 20:00:00,336,46,0,0,145,0,145
20200326,MO,502,369,null,null,8,871,2020-03-26 20:00:00,871,29,0,0,0,146,146
20200317,CA,483,7981,null,null,11,8464,2020-03-17 20:00:00,8464,6,5,0,0,148,148
20200322,HI,48,263,null,null,null,311,2020-03-22 20:00:00,311,15,0,0,139,11,150
20200320,KY,47,592,null,null,1,639,2020-03-20 20:00:00,639,21,0,0,138,12,150
20200328,OK,377,1180,null,126,15,1557,2020-03-28 20:00:00,1557,40,7,21,96,55,151
20200326,AZ,577,347,33,66,8,957,2020-03-26 20:00:00,924,4,2,58,24,127,151
20200315,IL,64,449,195,null,null,708,2020-03-15 20:00:00,513,17,0,0,133,18,151
20200328,NE,96,1904,null,null,2,2000,2020-03-28 20:00:00,2000,31,2,0,143,11,154
20200317,LA,171,286,null,null,4,457,2020-03-17 20:00:00,457,22,2,0,98,57,155
20200323,WY,26,592,null,null,null,618,2020-03-23 20:00:00,618,56,0,0,154,2,156
20200327,PR,79,519,334,null,3,932,2020-03-27 20:00:00,598,72,1,0,142,15,157
20200326,MD,580,94,null,132,4,674,2020-03-26 20:00:00,674,24,0,132,0,157,157
20200315,WI,33,313,null,null,null,346,2020-03-15 20:00:00,346,55,0,0,144,14,158
20200311,NV,5,168,null,null,null,173,2020-03-11 20:00:00,173,32,0,0,154,5,159
20200330,GA,2809,9915,null,707,87,12724,2020-03-30 20:00:00,12724,13,7,41,2,158,160
20200316,OR,39,579,182,null,null,800,2020-03-16 20:00:00,618,41,0,0,159,3,162
20200327,MO,669,369,null,null,8,1038,2020-03-27 20:00:00,1038,29,0,0,0,167,167
20200318,NH,26,513,208,null,null,747,2020-03-18 20:00:00,539,33,0,0,158,9,167
20200325,WV,39,759,6,1,0,804,2020-03-25 20:00:00,798,54,0,0,149,19,168
20200316,SD,10,494,0,null,null,504,2020-03-16 20:00:00,504,46,0,0,167,1,168
20200326,AK,59,1801,null,3,1,1860,2020-03-26 20:00:00,1860,2,0,2,152,17,169
20200320,MI,549,2069,null,null,3,2618,2020-03-20 20:00:00,2618,26,0,0,-44,213,169
20200324,WV,20,610,0,1,0,630,2020-03-24 20:00:00,630,54,0,0,166,4,170
20200401,OK,719,1248,null,219,30,1967,2020-04-01 20:00:00,1967,40,7,42,19,154,173
20200330,NM,237,10942,null,22,2,11179,2020-03-30 20:00:00,11179,35,0,3,173,0,173
20200325,MO,356,369,null,null,8,725,2020-03-25 20:00:00,725,29,5,0,0,173,173
20200320,MS,80,695,null,null,1,775,2020-03-20 20:00:00,775,28,1,0,143,30,173
20200331,WY,109,1999,null,17,0,2108,2020-03-31 20:00:00,2108,56,0,0,159,15,174
20200323,DC,116,1113,null,null,2,1229,2020-03-23 20:00:00,1229,11,1,0,156,18,174
20200320,IN,79,475,null,null,2,554,2020-03-20 20:00:00,554,18,0,0,151,23,174
20200320,MT,16,931,null,null,null,947,2020-03-20 20:00:00,947,30,0,0,170,4,174
20200327,WY,70,1211,null,11,0,1281,2020-03-27 20:00:00,1281,56,0,11,159,17,176
20200325,VT,123,1589,null,null,8,1712,2020-03-25 20:00:00,1712,50,1,0,149,28,177
20200328,SC,539,2408,null,129,13,2947,2020-03-28 20:00:00,2947,45,4,20,101,83,184
20200317,NC,40,474,null,null,0,514,2020-03-17 20:00:00,514,37,0,0,178,7,185
20200325,ME,149,3177,null,null,null,3326,2020-03-25 20:00:00,3326,23,0,0,163,24,187
20200319,IN,56,324,null,null,2,380,2020-03-19 20:00:00,380,18,0,0,170,17,187
20200318,NJ,427,190,21,null,5,638,2020-03-18 20:00:00,617,34,2,0,27,160,187
20200324,RI,106,1120,77,null,null,1303,2020-03-24 20:00:00,1226,44,0,0,188,0,188
20200322,IA,90,1215,null,null,null,1305,2020-03-22 20:00:00,1305,19,0,0,166,22,188
20200327,NE,85,1761,null,null,0,1846,2020-03-27 20:00:00,1846,31,0,0,177,12,189
20200322,AR,165,711,119,13,0,995,2020-03-22 20:00:00,876,5,0,13,144,47,191
20200317,AK,3,334,null,null,null,337,2020-03-17 20:00:00,337,2,0,0,191,2,193
20200327,MD,774,94,null,173,5,868,2020-03-27 20:00:00,868,24,1,41,0,194,194
20200316,MS,12,277,null,null,null,289,2020-03-16 20:00:00,289,28,0,0,193,2,195
20200313,FL,50,478,221,null,2,749,2020-03-13 20:00:00,528,12,0,0,177,18,195
20200322,AK,22,946,null,0,null,968,2020-03-22 20:00:00,968,2,0,0,188,8,196
20200326,MT,71,2128,null,1,null,2199,2020-03-26 20:00:00,2199,30,0,1,180,18,198
20200318,MT,10,499,0,null,null,509,2020-03-18 20:00:00,509,30,0,0,196,2,198
20200323,NH,78,1374,889,null,null,2341,2020-03-23 20:00:00,1452,33,0,0,186,13,199
20200327,OK,322,1084,null,105,8,1406,2020-03-27 20:00:00,1406,40,1,19,126,74,200
20200320,NJ,890,264,86,null,11,1240,2020-03-20 20:00:00,1154,34,2,0,54,148,202
20200323,AR,174,906,0,13,0,1080,2020-03-23 20:00:00,1080,5,0,0,195,9,204
20200316,WI,47,504,null,null,null,551,2020-03-16 20:00:00,551,55,0,0,191,14,205
20200328,SD,68,2592,0,null,1,2660,2020-03-28 20:00:00,2660,46,0,0,205,10,215
20200321,MT,20,1146,null,null,null,1166,2020-03-21 20:00:00,1166,30,0,0,215,4,219
20200321,RI,66,862,290,null,null,1218,2020-03-21 20:00:00,928,44,0,0,208,12,220
20200317,KS,15,382,null,null,1,397,2020-03-17 20:00:00,397,20,0,0,216,4,220
20200316,NY,950,4543,null,null,7,5493,2020-03-16 20:00:00,5493,36,4,0,0,221,221
20200326,ME,155,3394,null,null,null,3549,2020-03-26 20:00:00,3549,23,0,0,217,6,223
20200319,OR,88,1329,437,null,3,1854,2020-03-19 20:00:00,1417,41,0,0,211,13,224
20200322,NH,65,1188,959,null,null,2212,2020-03-22 20:00:00,1253,33,0,0,215,10,225
20200326,ID,123,2065,null,null,0,2188,2020-03-26 20:00:00,2188,16,0,0,178,50,228
20200330,VT,256,3674,null,18,12,3930,2020-03-30 20:00:00,3930,50,0,0,208,21,229
20200317,PA,96,879,null,null,null,975,2020-03-17 20:00:00,975,42,0,0,209,20,229
20200323,AL,167,1665,null,null,0,1832,2020-03-23 20:00:00,1832,1,0,0,201,29,230
20200319,LA,347,458,null,null,8,805,2020-03-19 20:00:00,805,22,2,0,123,107,230
20200321,MN,138,3952,null,null,1,4090,2020-03-21 20:00:00,4090,27,1,0,211,23,234
20200319,ND,15,493,null,null,0,508,2020-03-19 20:00:00,508,38,0,0,225,9,234
20200401,ND,142,4351,null,23,3,4493,2020-04-01 20:00:00,4493,38,0,2,220,16,236
20200326,OK,248,958,null,86,7,1206,2020-03-26 20:00:00,1206,40,2,27,153,84,237
20200326,RI,165,1339,181,23,null,1685,2020-03-26 20:00:00,1504,44,0,7,196,41,237
20200321,AR,118,567,154,null,null,839,2020-03-21 20:00:00,685,5,0,0,216,22,238
20200321,MI,787,2069,null,null,5,2856,2020-03-21 20:00:00,2856,26,2,0,0,238,238
20200321,NH,55,973,942,null,null,1970,2020-03-21 20:00:00,1028,33,0,0,228,11,239
20200315,FL,116,678,454,null,4,1248,2020-03-15 20:00:00,794,12,1,0,200,39,239
20200313,MN,14,541,null,null,null,555,2020-03-13 20:00:00,555,27,0,0,234,5,239
20200401,WY,130,2218,null,18,0,2348,2020-04-01 20:00:00,2348,56,0,1,219,21,240
20200328,PR,100,739,792,null,3,1631,2020-03-28 20:00:00,839,72,0,0,220,21,241
20200324,ME,125,3014,null,null,null,3139,2020-03-24 20:00:00,3139,23,0,0,223,18,241
20200320,LA,479,568,null,null,12,1047,2020-03-20 20:00:00,1047,22,4,0,110,132,242
20200318,RI,33,540,334,null,null,907,2020-03-18 20:00:00,573,44,0,0,232,12,244
20200401,VT,321,4174,null,45,16,4495,2020-04-01 20:00:00,4495,50,3,9,217,28,245
20200329,OH,1653,19012,null,403,29,20665,2020-03-29 20:00:00,20665,39,4,59,0,247,247
20200325,WA,2469,31712,null,null,123,34181,2020-03-25 20:00:00,34181,53,13,0,0,248,248
20200322,MI,1035,2069,null,null,8,3104,2020-03-22 20:00:00,3104,26,3,0,0,248,248
20200315,NM,13,482,null,null,null,495,2020-03-15 20:00:00,495,35,0,0,245,3,248
20200318,VA,77,1201,null,null,1,1278,2020-03-18 20:00:00,1278,51,0,0,240,10,250
20200311,CA,157,916,null,null,null,1073,2020-03-11 20:00:00,1073,6,0,0,226,24,250
20200326,DC,231,1626,1,null,3,1858,2020-03-26 20:00:00,1857,11,1,0,203,48,251
20200327,VT,184,2077,null,18,10,2261,2020-03-27 20:00:00,2261,50,1,18,227,26,253
20200313,CO,72,524,null,null,null,596,2020-03-13 20:00:00,596,8,0,0,226,27,253
20200401,HI,208,8721,18,13,1,8947,2020-04-01 20:00:00,8929,15,1,1,250,4,254
20200322,SC,195,1466,null,null,3,1661,2020-03-22 20:00:00,1661,45,2,0,211,43,254
20200309,CA,114,690,null,null,null,804,2020-03-09 20:00:00,804,6,0,0,228,26,254
20200325,WY,44,954,null,null,null,998,2020-03-25 20:00:00,998,56,0,0,244,15,259
20200401,PR,286,1409,897,null,11,2592,2020-04-01 20:00:00,1695,72,3,0,214,47,261
20200315,VA,45,363,null,null,1,408,2020-03-15 20:00:00,408,51,1,0,246,15,261
20200320,ME,57,2264,null,null,null,2321,2020-03-20 20:00:00,2321,23,0,0,260,4,264
20200319,MT,12,761,0,null,null,773,2020-03-19 20:00:00,773,30,0,0,262,2,264
20200328,OH,1406,19012,null,344,25,20418,2020-03-28 20:00:00,20418,39,6,68,0,269,269
20200308,WA,102,640,60,null,18,802,2020-03-08 20:00:00,742,53,2,0,270,0,270
20200320,SC,81,833,null,null,1,914,2020-03-20 20:00:00,914,45,0,0,250,21,271
20200330,DC,401,2682,2,null,9,3085,2020-03-30 20:00:00,3083,11,4,0,213,59,272
20200325,DC,183,1423,3,null,2,1609,2020-03-25 20:00:00,1606,11,0,0,228,46,274
20200314,MA,138,352,null,null,null,490,2020-03-14 20:00:00,490,25,0,0,260,15,275
20200328,WY,82,1475,null,14,0,1557,2020-03-28 20:00:00,1557,56,0,3,264,12,276
20200319,MN,89,2949,null,null,null,3038,2020-03-19 20:00:00,3038,27,0,0,264,12,276
20200326,KY,198,3102,null,null,4,3300,2020-03-26 20:00:00,3300,21,0,0,237,41,278
20200321,IN,126,707,null,1,4,833,2020-03-21 20:00:00,833,18,2,1,232,47,279
20200401,DE,368,4015,null,57,11,4383,2020-04-01 20:00:00,4383,10,1,-7,319,-38,281
20200326,WV,51,1031,19,1,0,1101,2020-03-26 20:00:00,1082,54,0,0,272,12,284
20200325,IA,145,2578,null,36,1,2723,2020-03-25 20:00:00,2723,19,1,9,263,21,284
20200325,ND,39,1734,null,8,0,1773,2020-03-25 20:00:00,1773,38,0,3,280,5,285
20200331,MT,184,4234,null,14,4,4418,2020-03-31 20:00:00,4418,30,0,4,273,13,286
20200320,TN,228,563,null,null,null,791,2020-03-20 20:00:00,791,47,0,0,214,74,288
20200328,NH,187,3656,296,30,2,4139,2020-03-28 20:00:00,3843,33,1,5,261,29,290
20200324,IA,124,2315,null,27,null,2439,2020-03-24 20:00:00,2439,19,0,27,272,19,291
20200330,WV,126,2984,0,1,1,3110,2020-03-30 20:00:00,3110,54,1,0,279,13,292
20200326,NE,73,1584,null,null,0,1657,2020-03-26 20:00:00,1657,31,0,0,280,12,292
20200320,AK,12,686,null,null,null,698,2020-03-20 20:00:00,698,2,0,0,286,6,292
20200323,MI,1328,2069,null,null,15,3397,2020-03-23 20:00:00,3397,26,7,0,0,293,293
20200330,WY,94,1840,null,17,0,1934,2020-03-30 20:00:00,1934,56,0,2,286,8,294
20200323,KY,104,1762,null,null,3,1866,2020-03-23 20:00:00,1866,21,0,0,290,5,295
20200329,DC,342,2469,1,null,5,2812,2020-03-29 20:00:00,2811,11,1,0,258,38,296
20200326,VT,158,1850,null,null,9,2008,2020-03-26 20:00:00,2008,50,1,0,261,35,296
20200321,ID,31,880,null,null,null,911,2020-03-21 20:00:00,911,16,0,0,290,8,298
20200318,SC,60,583,null,null,1,643,2020-03-18 20:00:00,643,45,0,0,272,27,299
20200317,FL,186,940,872,null,6,1998,2020-03-17 20:00:00,1126,12,2,0,256,45,301
20200325,KS,126,2360,null,null,3,2486,2020-03-25 20:00:00,2486,20,1,0,274,28,302
20200322,ID,42,1175,null,null,0,1217,2020-03-22 20:00:00,1217,16,0,0,295,11,306
20200327,DC,267,1897,2,null,3,2166,2020-03-27 20:00:00,2164,11,0,0,271,36,307
20200401,MS,1073,3712,null,332,22,4785,2020-04-01 20:00:00,4785,28,2,121,175,136,311
20200325,MT,53,1948,null,null,null,2001,2020-03-25 20:00:00,2001,30,0,0,305,7,312
20200322,CA,1536,11304,null,null,27,12840,2020-03-22 20:00:00,12840,6,3,0,55,257,312
20200320,ND,20,800,null,null,0,820,2020-03-20 20:00:00,820,38,0,0,307,5,312
20200314,MN,21,847,null,null,null,868,2020-03-14 20:00:00,868,27,0,0,306,7,313
20200401,SD,129,3903,0,12,2,4032,2020-04-01 20:00:00,4032,46,1,0,294,21,315
20200326,ND,52,2039,null,10,0,2091,2020-03-26 20:00:00,2091,38,0,2,305,13,318
20200331,VT,293,3957,null,36,13,4250,2020-03-31 20:00:00,4250,50,1,18,283,37,320
20200330,AK,114,3540,null,7,3,3654,2020-03-30 20:00:00,3654,2,1,1,308,12,320
20200319,GA,287,1544,null,null,10,1831,2020-03-19 20:00:00,1831,13,9,0,233,90,323
20200329,RI,294,2541,null,35,3,2835,2020-03-29 20:00:00,2835,44,3,7,235,91,326
20200331,PR,239,1195,854,null,8,2288,2020-03-31 20:00:00,1434,72,2,0,264,65,329
20200319,NJ,742,210,74,null,9,1026,2020-03-19 20:00:00,952,34,4,0,20,315,335
20200325,NE,61,1304,null,null,0,1365,2020-03-25 20:00:00,1365,31,0,0,329,9,338
20200325,NV,321,4251,0,null,6,4572,2020-03-25 20:00:00,4572,32,2,0,297,43,340
20200319,ME,53,2004,null,null,null,2057,2020-03-19 20:00:00,2057,23,0,0,334,10,344
20200318,PA,133,1187,null,null,null,1320,2020-03-18 20:00:00,1320,42,0,0,308,37,345
20200401,OH,2547,26992,null,679,65,29539,2020-04-01 20:00:00,29539,39,10,94,0,348,348
20200321,ND,28,1141,null,3,0,1169,2020-03-21 20:00:00,1169,38,0,3,341,8,349
20200322,VT,52,1106,null,null,2,1158,2020-03-22 20:00:00,1158,50,0,0,327,23,350
20200328,DC,304,2211,1,null,4,2516,2020-03-28 20:00:00,2515,11,1,0,314,37,351
20200324,VT,95,1440,null,null,7,1535,2020-03-24 20:00:00,1535,50,2,0,334,20,354
20200323,VA,254,3443,null,38,6,3697,2020-03-23 20:00:00,3697,51,3,6,325,35,360
20200330,SD,101,3478,0,null,1,3579,2020-03-30 20:00:00,3579,46,0,0,351,11,362
20200327,MS,579,2560,null,185,8,3139,2020-03-27 20:00:00,3139,28,2,35,269,94,363
20200326,CO,1086,6978,null,148,19,8064,2020-03-26 20:00:00,8064,8,8,64,189,174,363
20200331,RI,488,3476,null,59,8,3964,2020-03-31 20:00:00,3964,44,4,18,289,80,369
20200331,NE,172,2931,8,null,3,3111,2020-03-31 20:00:00,3103,31,1,0,347,27,374
20200318,ME,43,1670,null,null,null,1713,2020-03-18 20:00:00,1713,23,0,0,367,11,378
20200306,WA,79,370,null,null,14,449,2020-03-06 21:00:00,449,53,3,0,370,9,379
20200320,DC,71,501,1,null,1,573,2020-03-20 20:00:00,572,11,1,0,348,32,380
20200320,NV,109,1992,-3,null,1,2098,2020-03-20 20:00:00,2101,32,0,0,366,14,380
20200330,ND,109,3728,null,19,2,3837,2020-03-30 20:00:00,3837,38,1,2,373,11,384
20200319,FL,390,1533,1019,null,8,2942,2020-03-19 20:00:00,1923,12,1,0,308,76,384
20200329,WV,113,2705,0,1,0,2818,2020-03-29 20:00:00,2818,54,0,0,374,17,391
20200327,KS,202,3229,null,27,4,3431,2020-03-27 20:00:00,3431,20,1,27,360,34,394
20200328,ND,83,2809,null,16,1,2892,2020-03-28 20:00:00,2892,38,1,3,382,18,400
20200327,ND,65,2427,null,13,0,2492,2020-03-27 20:00:00,2492,38,0,3,388,13,401
20200320,VA,114,2211,null,null,2,2325,2020-03-20 20:00:00,2325,51,0,0,382,20,402
20200321,NV,124,2384,null,null,2,2508,2020-03-21 20:00:00,2508,32,1,0,392,15,407
20200330,KS,368,4554,null,66,8,4922,2020-03-30 20:00:00,4922,20,2,11,360,49,409
20200329,AK,102,3232,null,6,2,3334,2020-03-29 20:00:00,3334,2,0,1,396,17,413
20200321,UT,136,2424,null,null,0,2560,2020-03-21 20:00:00,2560,49,0,0,389,24,413
20200318,FL,314,1225,954,null,7,2493,2020-03-18 20:00:00,1539,12,1,0,285,128,413
20200327,NH,158,3395,592,25,1,4145,2020-03-27 20:00:00,3553,33,0,6,394,21,415
20200324,GA,1026,4458,null,null,32,5484,2020-03-24 20:00:00,5484,13,7,0,161,254,415
20200325,SC,424,2303,null,102,7,2727,2020-03-25 20:00:00,2727,45,2,102,291,126,417
20200329,KY,394,5147,null,null,9,5541,2020-03-29 20:00:00,5541,21,1,0,326,92,418
20200331,ND,126,4131,null,21,3,4257,2020-03-31 20:00:00,4257,38,1,2,403,17,420
20200330,ID,310,4396,null,39,6,4706,2020-03-30 20:00:00,4706,16,1,3,375,49,424
20200325,IN,477,2879,null,1,14,3356,2020-03-25 20:00:00,3356,18,2,0,313,112,425
20200327,SD,58,2387,20,null,1,2465,2020-03-27 20:00:00,2445,46,0,0,414,12,426
20200318,MN,77,2685,null,null,null,2762,2020-03-18 20:00:00,2762,27,0,0,409,17,426
20200321,IA,68,1049,null,null,null,1117,2020-03-21 20:00:00,1117,19,0,0,407,23,430
20200401,WV,191,4384,null,1,1,4575,2020-04-01 20:00:00,4575,54,0,0,403,29,432
20200401,RI,566,3831,null,60,10,4397,2020-04-01 20:00:00,4397,44,2,1,355,78,433
20200401,CT,3557,13043,null,766,85,16600,2020-04-01 20:00:00,16600,9,16,158,14,429,443
20200319,NM,35,2762,null,null,null,2797,2020-03-19 20:00:00,2797,35,0,0,436,7,443
20200317,MN,60,2276,null,null,null,2336,2020-03-17 20:00:00,2336,27,0,0,437,6,443
20200319,TX,143,2212,null,null,3,2355,2020-03-19 20:00:00,2355,48,1,0,388,60,448
20200318,OR,75,1118,361,null,3,1554,2020-03-18 20:00:00,1193,41,3,0,429,28,457
20200317,CO,160,1056,null,null,1,1216,2020-03-17 20:00:00,1216,8,0,0,429,29,458
20200324,MI,1791,2069,null,null,24,3860,2020-03-24 20:00:00,3860,26,9,0,0,463,463
20200321,VA,152,2638,null,25,2,2790,2020-03-21 20:00:00,2790,51,0,25,427,38,465
20200323,IN,259,1701,null,1,7,1960,2020-03-23 20:00:00,1960,18,1,0,408,58,466
20200321,NJ,1327,294,40,null,16,1661,2020-03-21 20:00:00,1621,34,5,0,30,437,467
20200320,FL,520,1870,1026,null,10,3416,2020-03-20 20:00:00,2390,12,2,0,337,130,467
20200401,IA,549,7304,null,99,9,7853,2020-04-01 20:00:00,7853,19,2,5,416,52,468
20200401,KS,482,5411,null,114,10,5893,2020-04-01 20:00:00,5893,20,1,35,415,54,469
20200316,MN,54,1839,null,null,null,1893,2020-03-16 20:00:00,1893,27,0,0,452,19,471
20200322,DC,98,957,null,null,1,1055,2020-03-22 20:00:00,1055,11,0,0,451,21,472
20200319,PA,185,1608,null,null,1,1793,2020-03-19 20:00:00,1793,42,1,0,421,52,473
20200317,IL,159,1340,null,null,1,1499,2020-03-17 20:00:00,1499,17,1,0,408,66,474
20200330,KY,439,5579,null,null,9,6018,2020-03-30 20:00:00,6018,21,0,0,432,45,477
20200316,PA,76,670,null,null,null,746,2020-03-16 20:00:00,746,42,0,0,465,13,478
20200324,MS,320,1552,null,86,1,1872,2020-03-24 20:00:00,1872,28,0,53,409,71,480
20200322,MS,207,1114,null,33,1,1321,2020-03-22 20:00:00,1321,28,0,33,419,67,486
20200324,AL,215,2106,null,null,0,2321,2020-03-24 20:00:00,2321,1,0,0,441,48,489
20200325,AL,283,2529,null,null,0,2812,2020-03-25 20:00:00,2812,1,0,0,423,68,491
20200321,SC,152,1255,null,null,1,1407,2020-03-21 20:00:00,1407,45,0,0,422,71,493
20200401,AL,1077,6697,null,null,26,7774,2020-04-01 20:00:00,7774,1,13,0,399,96,495
20200324,NV,278,3954,0,null,4,4232,2020-03-24 20:00:00,4232,32,0,0,464,33,497
20200327,MT,108,2590,null,7,null,2698,2020-03-27 20:00:00,2698,30,0,6,462,37,499
20200401,MT,208,4710,null,17,5,4918,2020-04-01 20:00:00,4918,30,1,3,476,24,500
20200329,TX,2552,23208,null,null,34,25760,2020-03-29 20:00:00,25760,48,7,0,0,500,500
20200328,KS,261,3671,null,27,5,3932,2020-03-28 20:00:00,3932,20,1,0,442,59,501
20200331,KS,428,4996,null,79,9,5424,2020-03-31 20:00:00,5424,20,1,13,442,60,502
20200325,MI,2294,2069,null,null,43,4363,2020-03-25 20:00:00,4363,26,19,0,0,503,503
20200309,WA,136,1110,null,null,22,1246,2020-03-09 20:00:00,1246,53,4,0,470,34,504
20200319,CT,96,604,null,null,1,700,2020-03-19 20:00:00,700,9,1,0,479,28,507
20200324,MT,46,1643,null,null,null,1689,2020-03-24 20:00:00,1689,30,0,0,497,12,509
20200318,MA,256,2015,null,null,null,2271,2020-03-18 20:00:00,2271,25,0,0,474,38,512
20200316,IL,93,932,null,null,null,1025,2020-03-16 20:00:00,1025,17,0,0,483,29,512
20200330,MS,847,2989,null,195,16,3836,2020-03-30 20:00:00,3836,28,2,-40,429,89,518
20200327,AK,69,2319,13,3,1,2401,2020-03-27 20:00:00,2388,2,0,0,518,10,528
20200319,CO,216,2112,null,null,2,2328,2020-03-19 20:00:00,2328,8,0,0,495,33,528
20200328,AK,85,2836,null,5,2,2921,2020-03-28 20:00:00,2921,2,1,2,517,16,533
20200317,VA,67,961,null,null,1,1028,2020-03-17 20:00:00,1028,51,0,0,523,16,539
20200326,NV,420,4697,null,null,10,5117,2020-03-26 20:00:00,5117,32,4,0,446,99,545
20200324,SC,298,2012,null,null,5,2310,2020-03-24 20:00:00,2310,45,0,0,546,-1,545
20200323,ME,107,2791,null,null,null,2898,2020-03-23 20:00:00,2898,23,0,0,527,18,545
20200322,VA,219,3118,null,32,3,3337,2020-03-22 20:00:00,3337,51,1,7,480,67,547
20200326,KS,168,2869,null,null,3,3037,2020-03-26 20:00:00,3037,20,0,0,509,42,551
20200325,AR,280,1437,0,22,2,1717,2020-03-25 20:00:00,1717,5,2,0,490,62,552
20200318,IL,288,1763,null,null,1,2051,2020-03-18 20:00:00,2051,17,0,0,423,129,552
20200317,ME,32,1303,null,null,null,1335,2020-03-17 20:00:00,1335,23,0,0,539,15,554
20200315,MN,35,1387,null,null,null,1422,2020-03-15 20:00:00,1422,27,0,0,540,14,554
20200320,GA,420,1966,null,null,13,2386,2020-03-20 20:00:00,2386,13,3,0,422,133,555
20200329,SD,90,3127,1,null,1,3218,2020-03-29 20:00:00,3217,46,0,0,535,22,557
20200317,WI,72,1038,null,null,null,1110,2020-03-17 20:00:00,1110,55,0,0,534,25,559
20200329,ND,98,3355,null,17,1,3453,2020-03-29 20:00:00,3453,38,0,1,546,15,561
20200320,IA,45,642,null,null,null,687,2020-03-20 20:00:00,687,19,0,0,559,7,566
20200328,WV,96,2331,6,1,0,2433,2020-03-28 20:00:00,2427,54,0,0,552,20,572
20200318,WI,106,1577,null,null,null,1683,2020-03-18 20:00:00,1683,55,0,0,539,34,573
20200331,NV,1113,10681,null,null,17,11794,2020-03-31 20:00:00,11794,32,2,0,474,105,579
20200329,KS,319,4194,null,55,6,4513,2020-03-29 20:00:00,4513,20,1,28,523,58,581
20200324,ID,50,1887,null,null,0,1937,2020-03-24 20:00:00,1937,16,0,0,578,3,581
20200401,NE,210,3475,8,null,4,3693,2020-04-01 20:00:00,3685,31,1,0,544,38,582
20200318,CO,183,1617,null,null,2,1800,2020-03-18 20:00:00,1800,8,1,0,561,23,584
20200324,NM,83,5890,null,null,null,5973,2020-03-24 20:00:00,5973,35,0,0,569,18,587
20200322,MN,169,4511,null,12,1,4680,2020-03-22 20:00:00,4680,27,0,12,559,31,590
20200325,CT,875,5023,null,113,19,5898,2020-03-25 20:00:00,5898,9,7,42,341,257,598
20200323,NM,65,5321,null,null,null,5386,2020-03-23 20:00:00,5386,35,0,0,599,8,607
20200325,TN,784,11012,null,53,3,11796,2020-03-25 20:00:00,11796,47,1,53,495,117,612
20200331,SC,1083,4616,null,259,22,5699,2020-03-31 20:00:00,5699,45,4,130,456,158,614
20200322,NJ,1914,327,49,null,20,2290,2020-03-22 20:00:00,2241,34,4,0,33,587,620
20200324,NE,52,975,null,null,0,1027,2020-03-24 20:00:00,1027,31,0,0,619,2,621
20200320,UT,112,2035,null,null,0,2147,2020-03-20 20:00:00,2147,49,0,0,587,34,621
20200320,CO,277,2675,null,null,3,2952,2020-03-20 20:00:00,2952,8,1,0,563,61,624
20200401,SC,1293,5033,null,349,26,6326,2020-04-01 20:00:00,6326,45,4,90,417,210,627
20200329,NV,738,8412,null,null,14,9150,2020-03-29 20:00:00,9150,32,4,0,511,117,628
20200331,MS,937,3537,null,211,20,4474,2020-03-31 20:00:00,4474,28,4,16,548,90,638
20200318,TX,83,1824,null,null,2,1907,2020-03-18 20:00:00,1907,48,1,0,620,19,639
20200319,VA,94,1829,null,null,2,1923,2020-03-19 20:00:00,1923,51,1,0,628,17,645
20200330,NE,145,2584,5,null,2,2734,2020-03-30 20:00:00,2729,31,0,0,616,37,653
20200324,HI,77,3589,null,4,1,3666,2020-03-24 20:00:00,3666,15,1,4,634,21,655
20200319,NC,97,2408,null,null,0,2505,2020-03-19 20:00:00,2505,37,0,0,621,34,655
20200322,IN,201,1293,null,1,6,1494,2020-03-22 20:00:00,1494,18,2,0,586,75,661
20200319,WI,155,2192,null,null,null,2347,2020-03-19 20:00:00,2347,55,0,0,615,49,664
20200327,ID,189,2668,null,null,3,2857,2020-03-27 20:00:00,2857,16,3,0,603,66,669
20200325,AK,42,1649,null,1,1,1691,2020-03-25 20:00:00,1691,2,1,1,663,6,669
20200327,AL,587,4184,null,null,3,4771,2020-03-27 20:00:00,4771,1,2,0,591,81,672
20200401,CA,8155,21772,57400,1855,171,87327,2020-04-01 20:00:00,29927,6,18,238,0,673,673
