date,states,positive,negative,pending,hospitalizedCurrently,dateChecked,death,hospitalized,totalTestResults,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200529,56,1746106,6158176,2978,36942,2020-05-29 24:00:00,99202,205521,17310736,0,0,1174,1571,196292,23618,534228
20200528,56,1722488,5961884,1906,38000,2020-05-28 24:00:00,98028,203950,16776508,0,0,1235,1594,188257,22799,493996
20200527,56,1699689,5773627,3132,38300,2020-05-27 24:00:00,96793,202356,16282512,0,0,1335,1561,151062,19172,416554
20200526,56,1680517,5622565,1549,37751,2020-05-26 24:00:00,95458,200795,15865958,0,0,665,17287,112350,16690,315330
20200525,56,1663827,5510215,3368,37703,2020-05-25 24:00:00,94793,183508,15550628,0,0,556,898,167919,18555,408047
20200524,56,1645272,5342296,3860,37742,2020-05-24 24:00:00,94237,182610,15142581,0,0,688,1028,128061,19062,389319
20200523,56,1626210,5214235,4084,38625,2020-05-23 24:00:00,93549,181582,14753262,0,0,1040,1385,118220,22561,444574
20200522,56,1603649,5096015,3709,40008,2020-05-22 24:00:00,92509,180197,14308688,0,0,1290,3949,172853,24115,453783
20200521,56,1579534,4923162,3641,41359,2020-05-21 24:00:00,91219,176248,13854905,0,0,1380,4547,228097,26831,508832
20200520,56,1552703,4695065,2973,41856,2020-05-20 24:00:00,89839,171701,13346073,0,0,1397,1756,167279,21293,450292
20200519,56,1531410,4527786,2944,42023,2020-05-19 24:00:00,88442,169945,12895781,0,0,1317,1548,165975,20687,420506
20200518,56,1510723,4361811,3596,41940,2020-05-18 24:00:00,87125,168397,12475275,0,0,854,1132,127310,20597,349995
20200517,56,1490126,4234501,3449,42019,2020-05-17 24:00:00,86271,167265,12125280,0,0,873,1134,140015,20436,351153
20200516,56,1469690,4094486,3788,43515,2020-05-16 24:00:00,85398,166131,11774127,0,0,1237,1796,130077,23743,392591
20200515,56,1445947,3964409,2457,44553,2020-05-15 24:00:00,84161,164335,11381536,0,0,1538,1314,123836,25490,406415
20200514,56,1420457,3840573,2673,45923,2020-05-14 24:00:00,82623,163021,10975121,0,0,1853,3160,137271,26773,391455
20200513,56,1393684,3703302,1983,46921,2020-05-13 24:00:00,80770,159861,10583666,0,0,1730,1786,116695,21500,345138
20200512,56,1372184,3586607,1803,47343,2020-05-12 24:00:00,79040,158075,10238528,0,0,1509,1486,109273,22442,339232
20200511,56,1349742,3477334,1989,46550,2020-05-11 24:00:00,77531,156589,9899296,0,0,891,1374,207145,18140,374214
20200510,56,1331602,3270189,3095,46735,2020-05-10 24:00:00,76640,155215,9525082,0,0,1035,1043,93962,21116,275936
20200509,56,1310486,3176227,3054,48581,2020-05-09 24:00:00,75605,154172,9249146,0,0,1456,1680,111242,25320,323737
20200508,56,1285166,3064985,3307,49770,2020-05-08 24:00:00,74149,152492,8925409,0,0,1784,6230,104963,27197,312586
20200507,56,1257969,2960022,3171,51445,2020-05-07 24:00:00,72365,146262,8612823,0,0,2748,4191,93943,27229,330008
20200506,56,1230740,2866079,2742,52609,2020-05-06 24:00:00,69617,142071,8282815,0,0,1918,2154,89076,25256,284216
20200505,56,1205484,2777003,2633,53164,2020-05-05 24:00:00,67699,139917,7998599,0,0,2490,1932,104879,22344,278449
20200504,56,1183140,2672124,2791,52375,2020-05-04 24:00:00,65209,137985,7720150,0,0,1028,1765,89245,22195,236185
20200503,56,1160945,2582879,2812,52623,2020-05-03 24:00:00,64181,136220,7483965,0,0,1248,1855,95643,25789,240968
20200502,56,1135156,2487236,1578,54008,2020-05-02 24:00:00,62933,134365,7242997,0,0,1527,1995,79105,29196,272239
20200501,56,1105960,2408131,1639,54897,2020-05-01 24:00:00,61406,132370,6970758,0,0,1809,9874,104558,32808,285823
20200430,56,1073152,2303573,2775,54905,2020-04-30 24:00:00,59597,122496,6684935,0,0,2160,2382,81678,30046,275561
20200429,56,1043106,2221895,4832,56009,2020-04-29 24:00:00,57437,120114,6409374,0,0,2676,2946,87461,26176,256119
20200428,56,1016930,2134434,4206,56034,2020-04-28 24:00:00,54761,117168,6153255,0,0,2078,2014,69320,25234,216665
20200427,56,991696,2065114,4077,56183,2020-04-27 24:00:00,52683,115154,5936590,0,0,1290,2245,62965,22407,194539
20200426,56,969289,2002149,4445,56161,2020-04-26 24:00:00,51393,112909,5742051,0,0,1219,2215,75323,27314,205794
20200425,56,941975,1926826,5315,57340,2020-04-25 24:00:00,50174,110694,5536257,0,0,1629,2297,104803,35734,276303
20200424,56,906241,1822023,4396,57370,2020-04-24 24:00:00,48545,108397,5259954,0,0,1974,2388,83279,34226,245379
20200423,56,872015,1738744,4258,59214,2020-04-23 24:00:00,46571,106009,5014575,0,0,1809,2820,64842,31953,218113
20200422,56,840062,1673902,4191,59207,2020-04-22 24:00:00,44762,103189,4796462,0,0,2085,3086,-214153,29176,334406
20200421,56,810886,1888055,3956,59779,2020-04-21 24:00:00,42677,100103,4462056,0,0,2479,2736,63914,26039,166966
20200420,56,784847,1824141,4037,56721,2020-04-20 24:00:00,40198,97367,4295090,0,0,1816,2309,70851,25967,144633
20200419,56,758880,1753290,11324,56497,2020-04-19 24:00:00,38382,95058,4150457,0,0,1763,2177,69050,27523,148926
20200418,56,731357,1684240,9906,57799,2020-04-18 24:00:00,36619,92881,4001531,0,0,1895,3440,70405,27950,171880
20200417,56,703407,1613835,10889,58892,2020-04-17 24:00:00,34724,89441,3829651,0,0,2118,3366,69199,31984,172149
20200416,56,671423,1544636,16927,59496,2020-04-16 24:00:00,32606,86075,3657502,0,0,2194,3172,79739,31527,183046
20200415,56,639896,1464897,16901,59930,2020-04-15 24:00:00,30412,82903,3474456,0,0,2545,3502,57904,29983,149278
20200414,56,609913,1406993,16615,59610,2020-04-14 24:00:00,27867,79401,3325178,0,0,2352,3172,73584,25912,160255
20200413,56,584001,1333409,17159,56211,2020-04-13 24:00:00,25515,76229,3164923,0,0,1633,4491,58602,24252,125624
20200412,56,559749,1274807,16419,55294,2020-04-12 24:00:00,23882,71738,3039299,0,0,1700,3322,67738,28127,140609
20200411,56,531622,1207069,16593,55563,2020-04-11 24:00:00,22182,68416,2898690,0,0,2075,3735,62940,31282,158723
20200410,56,500340,1144129,17435,53167,2020-04-10 24:00:00,20107,64681,2739967,0,0,2083,4911,56160,33732,155676
20200409,56,466608,1087969,17622,51323,2020-04-09 24:00:00,18024,59770,2584291,0,0,2051,3829,82730,34961,170558
20200408,56,431647,1005239,17219,45359,2020-04-08 24:00:00,15973,55941,2413733,0,0,2003,4387,68030,30996,165594
20200407,56,400651,937209,16548,43849,2020-04-07 24:00:00,13970,51554,2248139,0,0,2038,2931,78959,30430,170116
20200406,56,370221,858250,17283,36159,2020-04-06 24:00:00,11932,48623,2078023,0,0,1314,2962,69818,28262,137710
20200405,56,341959,788432,17303,32180,2020-04-05 24:00:00,10618,45661,1940313,0,0,1342,3953,33778,25877,129555
20200404,56,316082,754654,15569,30456,2020-04-04 24:00:00,9276,41708,1810758,0,0,1478,4993,143471,33102,231172
20200403,56,282980,611183,61976,25723,2020-04-03 24:00:00,7798,36715,1579586,0,0,1287,4621,54867,31838,142351
20200402,56,251142,556316,62097,22995,2020-04-02 24:00:00,6511,32094,1437235,0,0,1175,4164,51001,28071,130666
20200401,56,223071,505315,59665,20906,2020-04-01 24:00:00,5336,27930,1306569,0,0,1006,4148,44838,26257,123021
20200331,56,196814,460477,59518,18155,2020-03-31 24:00:00,4330,23782,1183548,0,0,908,3995,44084,24947,114567
20200330,56,171867,416393,65369,15892,2020-03-30 24:00:00,3422,19787,1068981,0,0,585,2473,50637,21187,100592
20200329,56,150680,365756,65545,14055,2020-03-29 24:00:00,2837,17314,968389,0,0,505,2797,42230,19681,87451
20200328,56,130999,323526,65709,12393,2020-03-28 24:00:00,2332,14517,880938,0,0,551,2406,67866,19780,111615
20200327,56,111219,255660,60091,10887,2020-03-27 24:00:00,1781,12111,769323,0,0,410,2589,45279,19223,101375
20200326,56,91996,210381,60251,7805,2020-03-26 24:00:00,1371,9522,667948,0,0,313,2449,42610,17604,106554
20200325,56,74392,167771,51235,5140,2020-03-25 24:00:00,1058,7073,561394,0,0,241,1954,33269,12636,82501
20200324,56,61756,134502,14433,3938,2020-03-24 24:00:00,817,5119,478893,0,0,236,1186,33117,10883,86611
20200323,56,50873,101385,14571,2812,2020-03-23 24:00:00,581,3933,392282,0,0,101,950,21323,11182,57311
20200322,56,39691,80062,3275,2173,2020-03-22 24:00:00,480,2983,334971,0,0,145,962,12427,9229,52169
20200321,56,30462,67635,3468,1492,2020-03-21 24:00:00,335,2021,282802,0,0,62,1849,16003,6940,52201
20200320,56,23522,51632,3334,1042,2020-03-20 24:00:00,273,172,230601,0,0,70,44,11704,6095,49507
20200319,56,17427,39928,2940,617,2020-03-19 24:00:00,203,128,181094,0,0,51,34,8359,4611,39211
20200318,56,12816,31569,2349,416,2020-03-18 24:00:00,152,94,141883,0,0,28,18,5452,3352,32127
20200317,56,9464,26117,1685,325,2020-03-17 24:00:00,124,76,109756,0,0,22,33,5027,2087,26768
20200316,56,7377,21090,1734,null,2020-03-16 24:00:00,102,43,82988,0,0,22,6,11462,1713,22954
20200315,51,5664,9628,2174,null,2020-03-15 24:00:00,80,37,60034,0,0,15,10,2571,1288,10202
20200314,51,4376,7057,1236,null,2020-03-14 24:00:00,65,27,49832,0,0,8,4,1616,1026,9816
20200313,51,3350,5441,1035,null,2020-03-13 24:00:00,57,23,40016,0,0,5,6,1149,845,9733
20200312,51,2505,4292,673,null,2020-03-12 24:00:00,52,17,30283,0,0,9,5,991,682,6683
20200311,51,1823,3301,568,null,2020-03-11 24:00:00,43,12,23600,0,0,6,3,1021,418,4447
20200310,51,1405,2280,453,null,2020-03-10 24:00:00,37,9,19153,0,0,2,0,494,385,3322
20200309,51,1020,1786,315,null,2020-03-09 24:00:00,35,9,15831,0,0,4,3,442,276,2055
20200308,51,744,1344,334,null,2020-03-08 24:00:00,31,6,13776,0,0,4,0,196,170,1130
20200307,51,574,1148,521,null,2020-03-07 24:00:00,27,6,12646,0,0,1,0,274,137,931
20200306,40,437,874,482,null,2020-03-06 24:00:00,26,6,11715,0,0,6,1,161,132,2177
20200305,32,305,713,211,null,2020-03-05 24:00:00,20,5,9538,0,0,4,1,132,65,1515
20200304,26,240,581,106,null,2020-03-04 24:00:00,16,4,8023,0,0,2,4,576,126,890
20200303,16,114,5,null,null,2020-03-03 24:00:00,14,null,7133,0,0,3,0,2,42,279
20200302,12,72,3,null,null,2020-03-02 24:00:00,11,null,6854,0,0,3,0,1,30,203
20200301,11,42,2,null,null,2020-03-01 24:00:00,8,null,6651,0,0,3,0,2,24,96
20200229,8,18,null,null,null,2020-02-29 24:00:00,5,null,6555,0,0,1,0,0,3,65
20200228,7,15,null,null,null,2020-02-28 24:00:00,4,null,6490,0,0,2,0,0,2,3
20200227,7,13,null,null,null,2020-02-27 24:00:00,2,null,6487,0,0,0,0,0,1,6446
20200226,6,12,null,null,null,2020-02-26 24:00:00,2,null,41,0,0,2,0,0,2,0
20200225,6,10,null,null,null,2020-02-25 24:00:00,0,null,41,0,0,0,0,0,1,1
20200224,6,9,null,null,null,2020-02-24 24:00:00,0,null,40,0,0,0,0,0,1,2
20200223,6,8,null,null,null,2020-02-23 24:00:00,0,null,38,0,0,0,0,0,1,0
20200222,6,7,null,null,null,2020-02-22 24:00:00,0,null,38,0,0,0,0,0,0,1
20200221,6,7,null,null,null,2020-02-21 24:00:00,0,null,37,0,0,0,0,0,0,1
20200220,6,7,null,null,null,2020-02-20 24:00:00,0,null,36,0,0,0,0,0,0,1
20200219,6,7,null,null,null,2020-02-19 24:00:00,0,null,35,0,0,0,0,0,0,6
20200218,6,7,null,null,null,2020-02-18 24:00:00,0,null,29,0,0,0,0,0,0,0
20200217,6,7,null,null,null,2020-02-17 24:00:00,0,null,29,0,0,0,0,0,0,1
20200216,6,7,null,null,null,2020-02-16 24:00:00,0,null,28,0,0,0,0,0,0,2
20200215,6,7,null,null,null,2020-02-15 24:00:00,0,null,26,0,0,0,0,0,0,4
20200214,5,7,null,null,null,2020-02-14 24:00:00,0,null,22,0,0,0,0,0,1,0
20200213,5,6,null,null,null,2020-02-13 24:00:00,0,null,22,0,0,0,0,0,1,1
20200212,5,5,null,null,null,2020-02-12 24:00:00,0,null,21,0,0,0,0,0,0,1
20200211,5,5,null,null,null,2020-02-11 24:00:00,0,null,20,0,0,0,0,0,0,1
20200210,5,5,null,null,null,2020-02-10 24:00:00,0,null,19,0,0,0,0,0,0,1
20200209,4,5,null,null,null,2020-02-09 24:00:00,null,null,18,0,0,0,0,0,0,0
20200208,4,5,null,null,null,2020-02-08 24:00:00,null,null,18,0,0,0,0,0,0,2
20200207,4,5,null,null,null,2020-02-07 24:00:00,null,null,16,0,0,0,0,0,0,0
20200206,4,5,null,null,null,2020-02-06 24:00:00,null,null,16,0,0,0,0,0,2,1
20200205,4,3,null,null,null,2020-02-05 24:00:00,null,null,15,0,0,0,0,0,0,0
20200204,4,3,null,null,null,2020-02-04 24:00:00,null,null,15,0,0,0,0,0,0,4
20200203,4,3,null,null,null,2020-02-03 24:00:00,null,null,11,0,0,0,0,0,1,3
20200202,4,2,null,null,null,2020-02-02 24:00:00,null,null,8,0,0,0,0,0,0,0
20200201,4,2,null,null,null,2020-02-01 24:00:00,null,null,8,0,0,0,0,0,0,0
20200131,4,2,null,null,null,2020-01-31 24:00:00,null,null,8,0,0,0,0,0,0,3
20200130,4,2,null,null,null,2020-01-30 24:00:00,null,null,5,0,0,0,0,0,0,0
20200129,4,2,null,null,null,2020-01-29 24:00:00,null,null,5,0,0,0,0,0,0,2
20200128,3,2,null,null,null,2020-01-28 24:00:00,null,null,3,0,0,0,0,0,0,0
20200127,3,2,null,null,null,2020-01-27 24:00:00,null,null,3,0,0,0,0,0,0,1
20200126,2,2,null,null,null,2020-01-26 24:00:00,null,null,2,0,0,0,0,0,0,0
20200125,2,2,null,null,null,2020-01-25 24:00:00,null,null,2,0,0,0,0,0,0,0
20200124,2,2,null,null,null,2020-01-24 24:00:00,null,null,2,0,0,0,0,0,0,0
20200123,2,2,null,null,null,2020-01-23 24:00:00,null,null,2,0,0,0,0,0,0,1
20200122,2,2,null,null,null,2020-01-22 24:00:00,null,null,1,0,0,0,0,0,0,1
20200121,1,2,null,null,null,2020-01-21 24:00:00,null,null,0,0,0,0,0,0,1,0
20200120,1,1,null,null,null,2020-01-20 24:00:00,null,null,0,0,0,0,0,0,0,0
20200119,1,1,null,null,null,2020-01-19 24:00:00,null,null,0,0,0,0,0,0,1,0
20200118,1,0,null,null,null,2020-01-18 24:00:00,null,null,0,0,0,0,0,0,0,0
20200117,1,0,null,null,null,2020-01-17 24:00:00,null,null,0,0,0,0,0,0,0,0
20200116,1,0,null,null,null,2020-01-16 24:00:00,null,null,0,0,0,0,0,0,0,0
20200115,1,0,null,null,null,2020-01-15 24:00:00,null,null,0,0,0,0,0,0,0,0
20200114,1,0,null,null,null,2020-01-14 24:00:00,null,null,0,0,0,0,0,0,0,0
20200113,1,null,null,null,null,2020-01-13 24:00:00,null,null,0,0,0,0,0,0,0,0
